,Address,Neighborhood,Bed Rooms,Full Baths,Half Baths,Style,Year Built,Lot Size,Original Price,Last Price,Sold Price,Sold Date,Days on Market,Property Marketing Period
52,David Brearly Ct,Griggs Farm,2,1,1,Condo,20,0.08,"$269,900.00","$269,900.00","$267,000.00",11/25/12,19,19
44-F,Nassau St,Borough,0,1,0,Flat,78,NA,"$280,000.00","$280,000.00","$281,000.00",8/14/12,7,7
141,Linden Ln,Township,4,2,0,Cape,194,0.18,"$419,000.00","$419,000.00","$290,000.00",12/30/12,6,6
623,Brickhouse Rd,Washington Oaks,2,2,0,Condo,17,0.05,"$334,900.00","$329,900.00","$308,000.00",1/19/12,137,137
61-B,Palmer Sq W,Borough,1,1,0,Condo,66,NA,"$350,000.00","$350,000.00","$318,425.00",6/7/12,22,22
84,Deer Path,Littlebrook,3,1,1,Ranch,60,0.4,"$399,000.00","$399,000.00","$320,000.00",2/29/12,43,43
268,Mt Lucas Rd,Township,3,2,0,Ranch,53,0.32,"$375,000.00","$375,000.00","$320,000.00",6/8/12,35,35
37,Leigh Ave,Township,4,2,0,Colonial,75,0.07,"$398,000.00","$375,000.00","$342,500.00",8/20/12,214,214
326,Brickhouse Rd,Washington Oaks,3,3,0,Condo,7,0.05,"$339,900.00","$339,900.00","$349,900.00",5/30/12,24,24
3,Hornor Ln,Littlebrook,3,1,1,Split,52,0.21,"$370,000.00","$370,000.00","$352,500.00",8/9/12,1,1
150,Snowden Ln,Littlebrook,3,1,0,ranch,63,0.21,"$395,000.00","$385,000.00","$355,000.00",11/16/12,58,58
36-8,Moore St,Borough,1,1,0,Condo,8,NA,"$359,000.00","$359,000.00","$359,000.00",9/14/12,21,21
46,Clearview Ave,Littlebrook,4,1,0,Cape,58,0.25,"$425,900.00","$389,900.00","$365,000.00",7/31/12,79,79
34,Wilton St,Riverside,3,1,1,Twin,84,0.07,"$419,000.00","$419,000.00","$370,000.00",10/11/12,59,59
549,State Rd,Township,4,2,0,Ranch,48,2.58,"$445,000.00","$375,000.00","$370,000.00",6/1/12,134,408
36-16,Moore St,Borough,1,1,0,Condo,8,NA,"$415,000.00","$415,000.00","$375,000.00",7/10/12,2,2
116,Leigh Ave,Township,4,3,1,Twin,100,NA,"$545,000.00","$399,000.00","$376,500.00",5/3/12,123,275
116,Leigh Ave,Township,4,3,1,Twin,100,NA,"$545,000.00","$399,000.00","$385,000.00",4/26/12,132,283
20,McComb Rd,Littlebrook,2,2,1,Townhome,17,0.43,"$435,000.00","$409,000.00","$390,000.00",10/10/12,98,98
36-13,Moore St,Borough,1,1,0,Condo,8,NA,"$400,000.00","$400,000.00","$400,000.00",10/16/12,1,1
527,Stockton St,Township,0,0,0,Colonial,84,0.83,"$695,000.00","$595,000.00","$400,000.00",11/16/12,413,413
209,William Livingston Ct,Griggs Farm,3,2,2,Townhome,13,NA,"$449,000.00","$415,000.00","$400,000.00",3/20/12,49,141
247,William Livingston Ct,griggs Farm,3,2,2,townhome,14,NA,"$409,000.00","$409,000.00","$405,000.00",8/3/12,43,43
5,Campbell Woods Way,Littlebrook,2,2,1,Townhome,16,0.43,"$439,000.00","$422,000.00","$405,000.00",4/10/12,218,218
120,Jefferson Rd,Township,3,1,1,Twin,NA,0.11,"$525,000.00","$475,000.00","$405,000.00",2/26/12,159,159
367,Franklin Ave,Littlebrook,3,2,0,Cape,58,0.21,"$475,000.00","$425,000.00","$406,000.00",12/21/12,344,344
70,Valley Rd,Township,3,1,0,Ranch,54,0.26,"$429,000.00","$419,000.00","$410,000.00",8/17/12,147,147
30,Jefferson Rd,Township,5,2,1,Twin,NA,0.09,"$550,000.00","$450,000.00","$412,000.00",5/15/12,167,167
25-I,Palmer Sq W,Borough,1,1,0,Flat,NA,NA,"$435,000.00","$435,000.00","$415,000.00",10/1/12,25,25
419,Franklin Ave,Littlebrook,3,2,0,Ranch,60,0.25,"$469,000.00","$449,000.00","$415,000.00",5/2/12,235,235
30,Valley Rd,Township,3,2,1,Contemp,50,0.29,"$465,000.00","$465,000.00","$420,000.00",6/13/12,115,115
46-2,Park Pl,Borough,2,1,0,Condo,1,0.14,"$455,000.00","$455,000.00","$430,000.00",7/26/12,381,381
37-1,Wiggins St,Borough,2,1,0,Condo,100,0.17,"$459,000.00","$459,000.00","$439,800.00",5/25/12,34,34
56,S Harrison St,Riverside,5,2,0,Cape,NA,0.16,"$574,900.00","$440,000.00","$440,000.00",8/14/12,222,222
197,Mount Lucas Rd,Township,4,3,0,Ranch,55,0.26,"$423,000.00","$439,000.00","$445,000.00",7/7/12,30,30
42,William St,Borough,1,1,0,Twin,NA,0.06,"$499,999.00","$454,900.00","$450,000.00",6/29/12,196,196
207,Mansgrove Rd,Township,2,2,1,Ranch,60,0.33,"$460,000.00","$460,000.00","$450,000.00",9/27/12,1,1
157,Loomis Ct,Township,3,1,1,Split,57,0.29,"$495,000.00","$485,000.00","$462,500.00",7/26/12,66,66
6,Mershon Dr,Littlebrook,2,2,1,Townhome,37,0.16,"$550,000.00","$499,000.00","$462,500.00",3/2/12,120,120
44-3,Park Pl,Borough,2,1,0,Flat,100,0.14,"$495,000.00","$495,000.00","$465,000.00",6/8/12,146,146
16,Madison St,Borough,3,2,0,Victorian,NA,0.08,"$539,000.00","$499,000.00","$468,000.00",5/1/12,57,232
35,Cameron Ct,Queenston,3,2,1,Townhome,38,0.16,"$464,000.00","$464,000.00","$470,000.00",11/9/12,10,10
7,Campbell Woods Way,Littlebrook,3,2,1,Townhome,16,0.43,"$514,888.00","$484,888.00","$470,888.00",3/26/12,112,294
173,Jefferson Rd,Township,3,1,1,Twin,88,0.1,"$575,000.00","$549,000.00","$475,000.00",10/26/12,122,122
28,Old Orchard Ln,Littlebrook,2,2,1,Townhome,30,0.08,"$510,000.00","$485,000.00","$475,000.00",9/12/12,121,121
247,S Harrison St,Riverside,5,2,0,Cape,80,0.18,"$539,000.00","$499,000.00","$475,000.00",5/8/12,192,192
255,State Rd,Township,4,2,1,Split,45,0.35,"$537,900.00","$499,000.00","$475,000.00",8/20/12,84,84
27,Markham Rd,Riverside,3,1,0,Cape,NA,0.13,"$495,000.00","$495,000.00","$475,000.00",1/11/12,28,28
239,Hamilton Ave,Borough,2,2,1,Townhome,37,0.16,"$529,800.00","$529,800.00","$481,800.00",9/10/12,32,32
18,McComb Rd,Littlebrook,3,2,1,Townhome,16,0.43,"$525,000.00","$499,000.00","$482,000.00",8/15/12,145,145
59,Red Hill Rd,Township,3,2,0,Ranch,60,0.47,"$517,000.00","$497,500.00","$482,500.00",8/20/12,61,61
30,Old Orchard Ln,Littlebrook,2,2,1,Townhome,30,0.17,"$495,000.00","$495,000.00","$485,000.00",6/8/12,40,40
37,Cameron Ct,Queenston,3,2,1,Townhome,40,0.16,"$560,000.00","$525,000.00","$488,500.00",7/30/12,114,114
59,Shadybrook Ln,Littlebrook,3,1,2,Split,60,0.48,"$525,000.00","$489,000.00","$490,000.00",5/11/12,59,59
406,Riverside Dr,Riverside,3,3,0,Split,40,0.56,"$575,000.00","$575,000.00","$495,000.00",4/4/12,171,171
163,Hamilton Ave,Borough,3,2,0,Colonial,NA,0.14,"$525,000.00","$525,000.00","$499,000.00",7/2/12,37,37
46,Henry Ave,Township,7,3,0,Ranch,50,0.26,"$525,000.00","$525,000.00","$505,000.00",11/19/12,38,38
91,Linden Ln,Borough,3,1,1,Dutch Colonial,80,0.25,"$595,000.00","$567,000.00","$507,000.00",4/10/12,117,117
39,Hamilton Ave,Borough,3,2,0,Colonial,57,0.22,"$475,000.00","$475,000.00","$508,000.00",7/3/12,9,9
427,Cherry Hill Rd,Princeton Ridge,3,2,1,Colonial,45,1.88,"$650,000.00","$650,000.00","$510,000.00",3/14/12,101,101
67,Robert Rd,Riverside,5,3,0,Bi-level,55,0.23,"$550,000.00","$550,000.00","$520,000.00",6/13/12,39,39
317,Rodney Ct,Washington Oaks,3,2,1,Townhome,17,0.05,"$569,000.00","$569,000.00","$525,000.00",5/16/12,23,23
27,Marion Rd E,Littlebrook,5,2,1,Split,NA,0.46,"$649,000.00","$559,999.00","$525,000.00",2/16/12,215,215
14,Forester Dr,Riverside,3,2,0,Ranch,50,0.25,"$560,000.00","$560,000.00","$527,500.00",8/31/12,38,38
100,Randall Rd,Littlebrook,4,2,1,Split,48,0.58,"$619,000.00","$575,000.00","$530,000.00",2/1/12,100,278
133,Mansgrove Rd,Township,4,2,1,Ranch,51,0.76,"$549,000.00","$549,000.00","$533,000.00",8/24/12,36,36
3,Harris Rd,Township,3,1,1,Twin,78,0.09,"$539,000.00","$539,000.00","$535,000.00",8/31/12,20,20
65,Jefferson Rd,Borough,3,1,1,Twin,91,0.17,"$549,999.00","$549,999.00","$549,999.00",7/31/12,49,49
273,Hawthorne Ave,Borough,3,1,0,Colonial,65,0.21,"$584,900.00","$584,900.00","$550,000.00",8/31/12,106,106
74,Marion Rd E,Littlebrook,4,3,1,Split,53,0.45,"$599,000.00","$599,000.00","$550,000.00",9/24/12,4,4
263,Hawthorne Ave,Borough,3,1,1,Colonial,72,0.21,"$579,000.00","$579,000.00","$555,000.00",6/6/12,10,10
31,Old Orchard Ln,Littlebrook,2,2,1,End-Unit,30,0.1,"$545,000.00","$545,000.00","$558,000.00",6/26/12,30,30
101,Brookstone Dr,Rosedale Area,3,2,1,Contemp,51,2.46,"$795,000.00","$595,000.00","$560,000.00",3/15/12,156,156
1,Trewbridge Ct,Fieldwood Manors,3,3,1,Townhome,11,0.15,"$610,000.00","$575,000.00","$560,000.00",9/30/12,196,196
50,Grover Ave,Littlebrook,4,2,0,Cape,60,0.49,"$599,000.00","$599,000.00","$560,000.00",1/31/12,35,35
14,Wilton St,Riverside,3,2,0,Twin,100,0.08,"$585,000.00","$585,000.00","$565,000.00",4/24/12,14,14
12,Woodland Dr,Township,3,2,0,Ranch,58,0.46,"$590,000.00","$590,000.00","$565,000.00",6/13/12,68,68
252,Hamilton Ave,Littlebrook,3,2,0,Cape,NA,0.2,"$599,000.00","$569,000.00","$565,000.00",10/2/12,73,73
11,Westcott Rd,Borough,5,4,1,Colonial,88,0.23,"$999,000.00","$799,000.00","$575,000.00",8/8/12,218,218
11,Campbell Woods Way,Littlebrook,3,2,1,End-Unit,15,0.43,"$570,000.00","$570,000.00","$575,000.00",7/30/12,32,32
131,Jefferson Rd,Township,3,1,1,Twin,91,0.1,"$625,000.00","$595,000.00","$575,000.00",6/15/12,53,53
237,Hamilton Ave,Queenston,3,2,1,End-Unit,37,0.16,"$595,000.00","$595,000.00","$575,000.00",12/13/12,56,56
24,Wilkinson Way,Washington Oaks,3,2,1,End-Unit,19,0.09,"$599,000.00","$599,000.00","$575,000.00",3/15/12,12,12
16,Wilton St,Riverside,3,1,1,Twin,94,0.08,"$625,000.00","$610,000.00","$580,000.00",9/27/12,56,56
3-D,Palmer Sq W,Borough,2,1,0,Condo,80,NA,"$625,000.00","$625,000.00","$580,000.00",9/28/12,77,77
108,Moore St,Borough,4,2,1,Twin,80,0.1,"$659,000.00","$659,000.00","$580,000.00",2/9/12,33,33
27,Woodland Dr,Township,3,2,0,Cape,52,0.34,"$599,000.00","$599,000.00","$580,000.00",5/11/12,23,23
65,Shadybrook Ln,Littlebrook,3,2,1,Ranch,55,0.66,"$650,000.00","$650,000.00","$583,000.00",6/27/12,72,72
15,Snowden Ln,Littlebrook,4,2,0,Cape,61,0.46,"$725,000.00","$599,000.00","$587,500.00",2/17/12,8,106
11,Trewbridge Ct,Fieldwood Manors,3,3,1,End-unit,10,0.07,"$609,000.00","$599,000.00","$588,000.00",11/29/12,101,101
180,Laurel Cir,Township,5,4,0,Split,57,0.29,"$665,000.00","$649,000.00","$588,000.00",5/18/12,186,380
51,Humbert St,Borough,3,1,1,Victorian,NA,0.15,"$550,000.00","$550,000.00","$600,000.00",9/10/12,3,3
431,Ewing St,Township,4,2,1,Split,53,0.29,"$649,888.00","$635,000.00","$600,000.00",6/18/12,153,153
601,Prospect Ave,Riverside,5,3,0,Carriage House,90,2.71,"$1,399,000.00","$899,000.00","$600,000.00",2/10/12,603,603
52,Cedar Ln,Riverside,3,1,1,Cape,61,0.23,"$589,000.00","$589,000.00","$603,000.00",4/20/12,14,14
99,Dempsey Ave,Township,4,2,0,Ranch,53,0.38,"$625,000.00","$625,000.00","$605,000.00",9/13/12,8,8
59,Woodland Dr,Township,4,3,0,Split,57,0.34,"$634,900.00","$634,900.00","$611,000.00",9/19/12,15,15
4,Trewbridge Ct,Fieldwood Manors,3,3,1,Townhome,10,0.07,"$640,000.00","$632,000.00","$615,000.00",8/17/12,185,185
92,Jefferson Rd,Borough,4,2,1,Twin,90,0.09,"$625,000.00","$625,000.00","$615,000.00",7/27/12,18,18
159,Valley Rd,Township,4,2,1,Split,57,0.29,"$625,000.00","$625,000.00","$616,000.00",10/26/12,83,83
28,Pardoe Rd,Western Section,3,2,0,Ranch,56,0.57,"$587,000.00","$587,000.00","$617,750.00",5/24/12,9,9
120,Jefferson Rd,Township,4,2,1,Twin,NA,0.11,"$625,000.00","$625,000.00","$620,000.00",9/15/12,8,8
28,Wittmer Ct,Littlebrook,4,2,1,Raised Ranch,53,1.07,"$585,000.00","$585,000.00","$625,000.00",11/19/12,1,1
168,Mountain Ave,Township,4,3,0,Ranch,60,0.63,"$619,000.00","$619,000.00","$625,000.00",7/16/12,33,33
174,Laurel Cir,Township,4,3,0,Colonial,57,0.29,"$695,000.00","$675,000.00","$625,000.00",3/30/12,100,100
74,Jefferson Rd,Borough,4,2,1,Victorian,NA,0.18,"$595,000.00","$595,000.00","$626,000.00",1/5/12,15,15
91,Riverside Dr,Riverside,4,2,1,Colonial,66,0.26,"$649,000.00","$649,000.00","$627,500.00",5/30/12,27,27
111,Red Hill Rd,Township,4,3,1,Colonial,62,0.94,"$669,000.00","$649,000.00","$630,000.00",6/29/12,48,48
89,Dempsey Ave,Township,5,3,0,Split,52,0.4,"$625,000.00","$625,000.00","$637,000.00",8/6/12,8,8
49,Crooked Tree Ln,Littlebrook,4,2,1,Contemp,43,1.5,"$875,000.00","$650,000.00","$640,000.00",6/15/12,25,322
19,Chestnut St,Borough,3,2,0,Victorian,119,0.16,"$725,000.00","$685,000.00","$640,000.00",5/23/12,197,197
28,Maple St,Borough,4,2,0,Victorian,109,0.13,"$849,000.00","$694,000.00","$640,000.00",2/6/12,160,160
35,Constitution Hill W,Western Section,2,2,1,Twin,26,0.78,"$649,000.00","$649,000.00","$649,000.00",7/22/12,16,16
6-8,Humbert Ln,Borough,6,3,0,Twin,NA,0.06,"$759,000.00","$685,000.00","$650,000.00",5/10/12,102,102
1,Constitution Hill E,Western Section,2,2,1,Flat,115,0.78,"$675,000.00","$675,000.00","$660,000.00",8/21/12,5,5
84,Bayard Ln,Borough,4,2,1,Colonial,70,0.37,"$785,000.00","$695,000.00","$660,000.00",4/20/12,264,264
175,Hamilton Ave,Borough,4,2,2,Colonial,70,0.13,"$699,000.00","$699,000.00","$667,000.00",8/2/12,2,2
21,Tyson Ln,Littlebrook,4,2,1,Colonial,55,0.76,"$675,000.00","$675,000.00","$670,000.00",7/24/12,16,16
124,Randall Rd,Littlebrook,3,3,0,Ranch,NA,0.58,"$695,000.00","$695,000.00","$672,500.00",2/17/12,31,31
9,Tyson Ln,Littlebrook,5,2,1,Split,51,0.76,"$749,000.00","$695,000.00","$675,000.00",11/27/12,162,162
231,Riverside Dr,Riverside,5,2,1,Split,56,0.68,"$699,000.00","$699,000.00","$680,000.00",10/1/12,15,15
22,Stonewall Cir,Township,3,3,1,Twin,13,0.16,"$689,500.00","$689,500.00","$680,000.00",9/14/12,17,17
22,Stonewall Cir,Township,3,3,1,Twin,13,0.16,"$785,000.00","$695,000.00","$680,000.00",5/21/12,289,289
7,Locust Ln,Littlebrook,3,2,1,Split,NA,0.52,"$725,000.00","$725,000.00","$681,250.00",10/1/12,47,47
162,Jefferson Rd,Township,3,1,1,Colonial,92,0.22,"$779,000.00","$739,000.00","$682,000.00",8/21/12,45,45
49,Gulick Rd,Littlebrook,3,3,0,Split,57,0.43,"$725,000.00","$695,000.00","$685,000.00",1/9/12,61,61
62,Cherry Hill Rd,Township,4,3,0,Farmhouse,NA,2.22,"$799,000.00","$749,000.00","$700,000.00",9/12/12,115,115
26,White Pine Ln,Littlebrook,3,2,1,Colonial,55,0.58,"$725,000.00","$725,000.00","$705,000.00",7/24/12,20,121
30,Constitution Hill W,Township,3,2,1,Twin,23,0.78,"$750,000.00","$750,000.00","$705,000.00",3/30/12,35,35
222,Mt Lucas Rd,Township,4,2,1,Colonial,100,0.36,"$1,415,000.00","$799,998.00","$712,885.00",6/13/12,258,258
18,Governors Ln,Littlebrook,4,3,1,End Unit,17,0.3,"$749,900.00","$738,800.00","$715,000.00",9/14/12,159,159
14,Sergeant St,Riverside,3,2,0,Colonial,74,0.11,"$718,000.00","$718,000.00","$716,000.00",6/28/12,43,43
50,Governors Ln,Littlebrook,4,3,1,End-Unit,20,0.3,"$765,000.00","$730,000.00","$716,250.00",8/6/12,100,100
3,Governors Ln,Littlebrook,3,3,1,End-unit,9,0.03,"$780,000.00","$749,000.00","$725,000.00",11/14/12,168,168
40,Brookstone Dr,Rosedale Area,4,2,1,Colonial,49,1.88,"$875,000.00","$875,000.00","$730,000.00",10/10/12,453,453
235,Prospect Ave,Riverside,2,2,0,Cape,55,0.34,"$739,000.00","$739,000.00","$739,000.00",6/5/12,11,11
65,Linwood Cir,Littlebrook,4,3,1,Colonial,NA,0.51,"$649,000.00","$649,000.00","$741,000.00",9/27/12,9,9
148,Bertrand Dr,Littlebrook,4,2,1,Colonial,42,0.76,"$875,000.00","$795,000.00","$750,000.00",7/24/12,99,99
522,Prospect Ave,Riverside,4,2,0,Ranch,50,0.93,"$750,000.00","$750,000.00","$750,000.00",2/27/12,7,7
522,Rosedale Rd,Township,5,4,0,Ranch,54,1.22,"$885,000.00","$799,000.00","$755,000.00",3/30/12,354,354
118,Winant Rd,Hun Area,5,4,1,Contemp,60,1.51,"$895,000.00","$899,000.00","$770,000.00",10/24/12,159,159
60,Constitution Hill W,Western Section,3,3,0,Twin,30,0.78,"$850,000.00","$795,000.00","$775,000.00",10/10/12,229,229
6,Van Marter Ct,Fieldwood Manors,4,3,1,Colonial,11,0.331,"$949,900.00","$799,000.00","$776,000.00",2/10/12,179,179
308,Western Way,Riverside,4,2,1,Colonial,64,0.3,"$750,000.00","$750,000.00","$780,000.00",6/19/12,5,5
81,Moutain Ave,Township,3,2,1,Colonial,NA,0.64,"$849,000.00","$819,000.00","$785,000.00",8/1/12,40,40
3,Van Marter Ct,Township,4,3,1,Colonial,12,0.31,"$879,000.00","$849,000.00","$795,000.00",9/18/12,37,37
14,Constitution Hill E,Township,3,3,0,Traditional,30,0.78,"$849,000.00","$849,000.00","$795,000.00",3/30/12,211,211
270,Lambert Dr,Rosedale Area,7,4,1,Colonial,50,1.71,"$1,295,000.00","$990,000.00","$800,000.00",12/13/12,312,312
649,Lawrenceville Rd,Township,5,2,1,Contemp,28,3.48,"$799,000.00","$799,000.00","$800,000.00",6/22/12,55,55
32,Stetson Way,Battlefield Area,5,3,1,Colonial,46,2,"$1,100,000.00","$895,000.00","$800,000.00",3/30/12,178,178
56,Bayard Ln,Borough,4,2,1,Twin,124,0.19,"$895,000.00","$850,000.00","$800,000.00",2/14/12,72,253
4345,Province Line Rd,Township,5,4,1,Colonial,41,2.02,"$1,195,000.00","$899,000.00","$805,000.00",6/19/12,618,618
48,Maple St,Borough,4,2,1,Colonial,NA,0.13,"$810,000.00","$810,000.00","$810,000.00",8/31/12,7,7
14,Riverside Dr,Riverside,4,2,0,Cape,47,0.34,"$830,000.00","$830,000.00","$820,000.00",8/8/12,1,1
28,Bouvant Dr,Princeton Ridge,4,3,1,Contemp,22,2.01,"$895,000.00","$895,000.00","$820,000.00",8/24/12,39,39
60,Balsam Ln,Riverside,4,3,0,Other,57,0.46,"$850,000.00","$850,000.00","$822,000.00",9/20/12,16,16
132,Balcourt Dr,Princeton Ridge,3,3,2,Other,48,1.51,"$825,000.00","$825,000.00","$825,000.00",12/15/12,9,9
127,Westerly Rd,Western Section,4,3,1,split,46,0.91,"$965,000.00","$849,000.00","$832,000.00",7/3/12,741,741
74,Russell Rd,Hun Area,4,3,1,Colonial,58,0.79,"$899,000.00","$899,000.00","$835,000.00",5/30/12,80,80
381,Mercer St,Township,4,2,1,Cape,NA,1.14,"$849,888.00","$849,888.00","$840,000.00",6/28/12,79,79
36,Pine St,Borough,4,2,1,Colonial,155,0.14,"$840,000.00","$840,000.00","$840,000.00",6/22/12,1,1
267,Dodds Ln,Littlebrook,4,2,1,Split,60,0.8,"$849,000.00","$849,000.00","$845,000.00",6/27/12,8,8
305,Dodds Ln,Littlebrook,4,3,0,Colonial,48,0.8,"$899,000.00","$875,000.00","$845,000.00",9/21/12,462,462
134,Prospect Ave,Riverside,3,2,1,Ranch,52,0.28,"$895,000.00","$895,000.00","$850,000.00",8/30/12,113,113
1120,Stuart Rd,Princeton Ridge,5,3,1,Contemp,36,2.03,"$899,000.00","$899,000.00","$850,000.00",8/17/12,39,111
179,Riverside Dr,Riverside,4,2,3,Ranch,55,0.89,"$875,000.00","$875,000.00","$850,000.00",7/27/12,128,128
279,Ridgeview Rd,Princeton Ridge,4,2,1,Contemp,47,4.38,"$1,095,000.00","$899,000.00","$854,000.00",1/19/12,405,405
26,Leicester Ct,Washington Oaks,4,2,1,Colonial,18,0.72,"$975,000.00","$975,000.00","$857,500.00",4/26/12,70,70
32,Evergreen Cir,Riverside,5,2,1,Cape,52,0.54,"$897,000.00","$897,000.00","$860,000.00",10/22/12,23,23
158,Valley Rd,Township,4,4,1,Split,58,0.29,"$939,000.00","$885,000.00","$865,000.00",9/5/12,31,31
31,Governors Ln,Littlebrook,4,3,1,End-Unit,16,0.3,"$899,000.00","$899,000.00","$875,000.00",4/12/12,13,13
164,Balcourt Dr,Princeton Ridge,4,4,0,Colonial,45,1.5,"$1,250,000.00","$925,000.00","$875,000.00",7/13/12,325,507
174,Bertrand Dr,Littlebrook,5,2,2,Colonial,45,0.81,"$955,000.00","$895,000.00","$875,000.00",9/13/12,122,122
65,Hemlock Cir,Riverside,5,4,0,Colonial,48,0.54,"$899,000.00","$899,000.00","$880,000.00",5/30/12,8,8
37,Olden Ln,Institute,4,2,1,Cape,64,0.51,"$895,000.00","$895,000.00","$880,406.00",6/11/12,10,10
50,Constitution Hill W,Western Section,3,3,0,Traditional,8,0.78,"$1,100,000.00","$898,000.00","$890,000.00",11/30/12,501,501
206,Snowden Ln,Littlebrook,4,2,1,Colonial,43,0.51,"$899,000.00","$899,000.00","$899,000.00",5/30/12,8,8
151,Carriage Way,Battlefield Area,3,2,1,Colonial,25,0.79,"$900,000.00","$900,000.00","$900,000.00",7/31/12,18,18
24,Andrews Ln,Princeton Ridge,5,3,0,Contemp,22,0.77,"$999,999.00","$925,000.00","$900,000.00",6/19/12,352,352
1016,Mercer Rd,Battlefield Area,6,4,0,Colonial,56,1.5,"$1,036,000.00","$997,000.00","$902,000.00",5/31/12,74,74
91,Philip Dr,Riverside,4,2,1,Colonial,48,0.46,"$985,000.00","$899,000.00","$925,000.00",5/31/12,386,386
145,Philip Dr,Riverside,4,2,1,Colonial,44,0.5,"$949,000.00","$949,000.00","$940,000.00",6/22/12,44,44
18,Jefferson Rd,Borough,3,3,1,Townhome,1,0.8,"$969,000.00","$969,000.00","$945,000.00",4/23/12,15,15
185,Dodds Ln,Littlebrook,4,4,1,Contemp,48,0.79,"$999,000.00","$999,000.00","$950,000.00",6/25/12,164,164
53,Constitution Hill W,Western Section,3,2,1,Twin,25,0.78,"$1,200,000.00","$1,050,000.00","$950,000.00",5/1/12,674,674
361,Gallup Rd,Battlefield Area,5,3,2,Colonial,35,2,"$1,149,000.00","$1,100,000.00","$960,000.00",10/31/12,163,163
22,Arreton Rd,princeton Ridge,5,5,3,Colonial,85,2.41,"$1,295,000.00","$1,095,000.00","$970,000.00",8/22/12,154,524
271,Bouvant Dr,Princeton Ridge,4,3,2,Contemp,26,2.12,"$1,200,000.00","$1,049,000.00","$980,000.00",5/3/12,160,160
55,Armour Rd,Western Section,5,3,2,Colonial,75,1.04,"$1,250,000.00","$1,250,000.00","$995,000.00",7/31/12,113,113
67,Wheatsheaf Ct,Littlebrook,4,4,0,Colonial,0,0.25,"$1,100,000.00","$995,000.00","$995,018.00",2/7/12,420,420
167,Edgerstoune Rd,Hun Area,5,5,1,Colonial,NA,0.98,"$1,200,000.00","$999,900.00","$999,900.00",3/23/12,104,104
21,Vernon Cir,Riverside,4,3,0,Ranch,49,0.58,"$1,180,000.00","$1,099,000.00","$1,040,000.00",4/5/12,182,182
101,Westerly Rd,Western Section,5,3,1,Colonial,45,0.53,"$1,100,000.00","$1,100,000.00","$1,050,000.00",9/5/12,16,16
55,Winfield Rd,Pretty Brook Area,6,4,1,Colonial,45,2,"$1,595,000.00","$1,395,000.00","$1,050,000.00",8/14/12,353,353
201,Mercer St,Institute,4,4,1,Contemp,27,0.46,"$1,400,000.00","$1,150,000.00","$1,059,300.00",9/27/12,164,164
76,W Battle Rd,Institute,4,2,1,Colonial,100,0.53,"$1,195,000.00","$1,195,000.00","$1,070,000.00",7/13/12,30,30
80,Cleveland Ln,Western Section,4,3,1,Traditional,75,1.2,"$1,350,000.00","$1,195,000.00","$1,075,000.00",1/10/12,106,106
199,Bouvant Dr,Princeton Ridge,5,5,1,Colonial,25,2.12,"$1,395,000.00","$1,195,000.00","$1,100,000.00",10/23/12,197,197
210,Lambert Dr,Rosedale Area,6,7,0,Contemp,56,2.26,"$1,575,000.00","$1,385,000.00","$1,100,000.00",7/9/12,396,396
64,Sycamore Rd,Carnegie Lake,4,3,1,Traditional,10,0.42,"$1,295,000.00","$1,195,000.00","$1,112,500.00",3/16/12,130,130
174,Stonecliff Rd,Ettl Farm,4,3,1,Colonial,14,0.5,"$1,175,000.00","$1,175,000.00","$1,130,000.00",8/25/12,30,30
20,Constitution Hill W,Western Section,2,2,1,Contemp,28,0.78,"$1,150,000.00","$1,150,000.00","$1,150,000.00",6/18/12,13,13
35,Walker Dr,Ettl Farm,4,3,1,Colonial,14,0.63,"$1,229,000.00","$1,229,000.00","$1,167,000.00",5/31/12,23,80
44,Armour Rd,Western Section,4,3,2,Ranch,62,0.98,"$1,300,000.00","$1,250,000.00","$1,175,000.00",11/15/12,163,163
184,Clover Ln,Littlebrook,5,3,1,Contemp,55,0.58,"$1,195,000.00","$1,195,000.00","$1,195,000.00",7/3/12,40,40
108,Rosedale Ln,Rosedale Area,5,3,1,Contemp,61,3.2,"$1,250,000.00","$1,250,000.00","$1,200,000.00",8/7/12,60,60
448,Walnut Ln,Township,4,4,0,Colonial,5,0.4,"$1,225,000.00","$1,225,000.00","$1,205,000.00",7/27/12,30,30
138,Christopher Dr,Ettl Farm,5,4,1,Colonial,18,0.6,"$1,250,000.00","$1,250,000.00","$1,225,000.00",9/20/12,1,1
50,Maybury Hill Rd,Littlebrook,5,4,0,Colonial,14,1,"$1,195,000.00","$1,195,000.00","$1,225,000.00",7/13/12,16,16
12,Windermere Way,Pretty Brook Area,4,3,3,Twin,11,0.22,"$1,295,000.00","$1,295,000.00","$1,225,000.00",9/28/12,87,87
185,Arreton Rd,Princeton Ridge,6,4,1,Colonial,23,1,"$1,395,000.00","$1,295,000.00","$1,240,000.00",12/31/12,172,172
369,Riverside Dr,Riverside,4,3,0,Contemp,40,0.88,"$1,295,000.00","$1,295,000.00","$1,245,000.00",8/15/12,5,5
90,Stonecliff Rd,Ettl Farm,4,3,1,Colonial,13,0.53,"$1,295,000.00","$1,295,000.00","$1,246,250.00",11/26/12,5,5
